,0
num_words,0.28375687382884707
num_unique_words,0.2579912652905832
num_stopwords,0.23326176383401842
num_spelling_errors,0.1736070040653995
num_urgent_keywords,0.017816099559759206
num_links,0.012115262737637114
num_email_addresses,0.011438397845824805
num_unique_domains,0.010013332837930666
