,0
num_words,0.2805274005411919
num_unique_words,0.25910976952302156
num_stopwords,0.2329625726040024
num_spelling_errors,0.17566198218786377
num_urgent_keywords,0.01821192010160244
num_links,0.012456228608390943
num_email_addresses,0.011173944191142106
num_unique_domains,0.009896182242784943
